id	version	postal_code	street	state	last_updated	date_created	country	city
1562	0	14616	2300 ENGLISH RD	NY	2010-04-29 11:43:25	2010-04-29 11:43:25	USA	ROCHESTER
1563	0	14626	1000 N GREECE RD	NY	2010-04-29 11:43:25	2010-04-29 11:43:25	USA	ROCHESTER
1564	0	14612	1777 LATTA RD	NY	2010-04-29 11:43:25	2010-04-29 11:43:25	USA	ROCHESTER
1565	0	14612	750 LONG POND RD	NY	2010-04-29 11:43:25	2010-04-29 11:43:25	USA	ROCHESTER
1566	0	14616	3300 DEWEY AVE	NY	2010-04-29 11:43:25	2010-04-29 11:43:25	USA	ROCHESTER
1567	0	14626	300 CHESTERTON RD	NY	2010-04-29 11:43:25	2010-04-29 11:43:25	USA	ROCHESTER
1568	0	14609	600 PARDEE RD	NY	2010-04-29 11:43:25	2010-04-29 11:43:25	USA	ROCHESTER
1569	0	14609	600 PARDEE RD	NY	2010-04-29 11:43:25	2010-04-29 11:43:25	USA	ROCHESTER
1570	0	14622	800 BROWN RD	NY	2010-04-29 11:43:25	2010-04-29 11:43:25	USA	ROCHESTER
1571	0	14622	2350 RIDGE RD E	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1572	0	14622	95 PT PLEASANT RD	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1573	0	14609	220 HELENDALE RD	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1574	0	14609	155 DENSMORE RD	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1575	0	14609	31 EMPIRE BLVD	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1576	0	14617	125 KINGS HWY S	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1577	0	14617	125 KINGS HWY SO	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1578	0	14622	2639 E RIDGE RD	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1579	0	14617	321 LIST AVE	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1580	0	14617	215 BRIARWOOD DR	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1581	0	14617	350 COOPER RD	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1582	0	14617	150 COLEBROOK DR	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1583	0	14617	219 NORTHFIELD RD	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1584	0	14617	260 COOPER RD	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1585	0	14617	4143 ST PAUL BLVD	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1586	0	14617	210 COLEBROOK DR	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1587	0	14617	455 RAWLINSON RD	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1588	0	14617	300 BROOKVIEW DR	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1589	0	14617	325 LIST AVE	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1590	0	14617	445 KINGS HWY S	NY	2010-04-29 11:43:26	2010-04-29 11:43:26	USA	ROCHESTER
1591	0	14617	95 STANTON LN	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	ROCHESTER
1592	0	14472	20 CHURCH ST	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	HONEOYE FALLS
1593	0	14485	7342 COLLEGE ST	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	LIMA
1594	0	14472	147 EAST ST	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	HONEOYE FALLS
1595	0	14472	83 EAST ST	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	HONEOYE FALLS
1596	0	14472	619 QUAKER MTNGHSE RD	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	HONEOYE FALLS
1597	0	14485	1574 ROCHESTER ST	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	LIMA
1598	0	14506	3886 RUSH MENDON RD	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	MENDON
1599	0	14559	71 LYELL AVE	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	SPENCERPORT
1600	0	14559	2707 SPENCERPORT RD	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	SPENCERPORT
1601	0	14559	2333 MANITOU RD	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	SPENCERPORT
1602	0	14559	1 BERNABI RD	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	SPENCERPORT
1603	0	14559	2749 SPENCERPORT RD	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	SPENCERPORT
1604	0	14559	399 OGDN-PRMA TLNE RD	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	SPENCERPORT
1605	0	14559	1 RANGER RD	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	SPENCERPORT
1606	0	14468	225 WEST AVE	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	HILTON
1607	0	14468	100 SCHOOL LN	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	HILTON
1608	0	14468	225 WEST AVE	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	HILTON
1609	0	14468	400 EAST AVE	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	HILTON
1610	0	14468	200 SCHOOL LN	NY	2010-04-29 11:43:27	2010-04-29 11:43:27	USA	HILTON
1611	0	14468	433 N GREECE RD	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	HILTON
1612	0	14468	158 EAST AVE	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	HILTON
1613	0	14526	PO BOX 900	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	PENFIELD
1614	0	14526	140 GEBHARDT RD	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	PENFIELD
1615	0	14625	702 LANDING RD N	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	ROCHESTER
1616	0	14526	1750 SCRIBNER RD	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	PENFIELD
1617	0	14526	25 HIGH SCHOOL DR	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	PENFIELD
1618	0	14526	1760 SCRIBNER RD	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	PENFIELD
1619	0	14526	2126 PENFIELD RD	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	PENFIELD
1620	0	14526	39 GEBHARDT RD	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	PENFIELD
1621	0	14610	1437 BLOSSOM RD	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	ROCHESTER
1622	0	14526	2070 FIVE MILE LINE RD	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	PENFIELD
1623	0	14625	2505 BROWNCROFT BLVD	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	ROCHESTER
1624	0	14526	1862 PENFIELD RD	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	PENFIELD
1625	0	14450	38 W CHURCH ST	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	FAIRPORT
1626	0	14450	181 HULBURT RD	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	FAIRPORT
1627	0	14450	85 POTTER PL	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	FAIRPORT
1628	0	14450	665 AYRAULT RD	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	FAIRPORT
1629	0	14450	303 JEFFERSON AVE	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	FAIRPORT
1630	0	14450	140 HULBURT RD	NY	2010-04-29 11:43:28	2010-04-29 11:43:28	USA	FAIRPORT
1631	0	14450	181 HAMILTON RD	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	FAIRPORT
1632	0	14450	1 DAVE PADDOCK WAY	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	FAIRPORT
1633	0	14450	211 HAMILTON RD	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	FAIRPORT
1634	0	14450	6605 PTTSFRD-PLMRA RD	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	FAIRPORT
1635	0	14445	222 WOODBINE AVE	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	EAST ROCHESTER
1636	0	14445	400 WOODBINE AVE	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	EAST ROCHESTER
1637	0	14445	200 WOODBINE AVE	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	EAST ROCHESTER
1638	0	14445	501 S GARFIELD ST	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	EAST ROCHESTER
1639	0	14534	75 BARKER RD	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	PITTSFORD
1640	0	14618	3188 EAST AVE	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	ROCHESTER
1641	0	14534	15 SCHOOL LN	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	PITTSFORD
1642	0	14534	50 PARK RD	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	PITTSFORD
1643	0	14534	110 MENDON CENTER RD	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	PITTSFORD
1644	0	14534	55 SUTHERLAND ST	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	PITTSFORD
1645	0	14534	75 BARKER RD	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	PITTSFORD
1646	0	14534	431 THORNELL RD	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	PITTSFORD
1647	0	14534	472 MENDON RD	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	PITTSFORD
1648	0	14534	1899 CALKINS RD	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	PITTSFORD
1649	0	14534	11 RAND PL	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	PITTSFORD
1650	0	14618	519 ALLENS CREEK RD	NY	2010-04-29 11:43:29	2010-04-29 11:43:29	USA	ROCHESTER
1651	0	14428	139 FAIRBANKS RD	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	CHURCHVILLE
1652	0	14624	3560 CHILI AVE	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	ROCHESTER
1653	0	14428	36 W BUFFALO ST	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	CHURCHVILLE
1654	0	14428	5786 BUFFALO RD	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	CHURCHVILLE
1655	0	14428	175 FAIRBANKS RD	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	CHURCHVILLE
1656	0	14428	137 FAIRBANKS RD	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	CHURCHVILLE
1657	0	14614	131 W BROAD ST	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	ROCHESTER
1658	0	14610	85 HILLSIDE AVE	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	ROCHESTER
1659	0	14608	190 REYNOLDS ST	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	ROCHESTER
1660	0	14608	85 ADAMS ST	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	ROCHESTER
1661	0	14611	198 DR S MCCREE WAY	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	ROCHESTER
1662	0	14608	555 N PLYMOUTH AVE	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	ROCHESTER
1663	0	14605	595 UPPER FALLS BLVD	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	ROCHESTER
1664	0	14613	31 BRYAN ST	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	ROCHESTER
1665	0	14621	1180 ST PAUL ST	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	ROCHESTER
1666	0	14605	485 CLINTON AVE N	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	ROCHESTER
1667	0	14614	353 CONGRESS AVE	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	ROCHESTER
1668	0	14620	999 SOUTH AVE	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	ROCHESTER
1669	0	14619	353 CONGRESS AVE	NY	2010-04-29 11:43:30	2010-04-29 11:43:30	USA	ROCHESTER
1670	0	14607	494 AVERILL AVE	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1671	0	14619	321 POST AVE	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1672	0	14611	158 ORCHARD ST	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1673	0	14608	465 SEWARD ST	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1674	0	14605	54 OAKMAN ST	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1675	0	14621	27 ZIMBRICH ST	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1676	0	14607	170 BARRINGTON ST	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1677	0	14609	965 N GOODMAN ST	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1678	0	14610	450 HUMBOLDT ST	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1679	0	14611	88 KIRKLAND RD	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1680	0	14606	36 OTIS ST	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1681	0	14609	500 WEBSTER RD	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1682	0	14613	530 LEXINGTON AVE	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1683	0	14620	194 FIELD ST	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1684	0	14621	85 ST JACOB ST	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1685	0	14621	145 MIDLAND AVE	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1686	0	14615	279 W RIDGE RD	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1687	0	14612	3330 LAKE AVE	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1688	0	14606	1305 LYELL AVE	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1689	0	14611	820 CHILI AVE	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1690	0	14621	1445 CLIFFORD AVE	NY	2010-04-29 11:43:31	2010-04-29 11:43:31	USA	ROCHESTER
1691	0	14610	250 NEWCASTLE RD	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1692	0	14621	301 SENECA AVE	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1693	0	14609	100 FARMINGTON RD	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1694	0	14621	950 NORTON ST	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1695	0	14615	311 FLOWER CITY PARK	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1696	0	14608	15 COSTAR ST	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1697	0	14605	200 UNIVERSITY AVE	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1698	0	14612	4115 LAKE AVE	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1699	0	14609	1801 E MAIN ST	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1700	0	14608	EDGERTON PARK	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1701	0	14615	180 RIDGEWAY AVE	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1702	0	14607	164 ALEXANDER ST	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1703	0	14611	501 GENESEE ST	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1704	0	14611	200 GENESEE ST	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1705	0	14607	480 BROADWAY	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1706	0	14609	940 FERNWOOD PARK	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1707	0	14607	45 PRINCE ST	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1708	0	14621	950 NORTON ST	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1709	0	14606	655 COLFAX ST	NY	2010-04-29 11:43:32	2010-04-29 11:43:32	USA	ROCHESTER
1710	0	14606	655 COLFAX ST	NY	2010-04-29 11:43:33	2010-04-29 11:43:33	USA	ROCHESTER
1711	0	14606	655 COLFAX ST	NY	2010-04-29 11:43:33	2010-04-29 11:43:33	USA	ROCHESTER
1712	0	14621	950 NORTON ST	NY	2010-04-29 11:43:33	2010-04-29 11:43:33	USA	ROCHESTER
1713	0	14605	625 SCIO ST	NY	2010-04-29 11:43:33	2010-04-29 11:43:33	USA	ROCHESTER
1714	0	14621	950 NORTON ST	NY	2010-04-29 11:43:33	2010-04-29 11:43:33	USA	ROCHESTER
1715	0	14609	940 FERNWOOD PARK	NY	2010-04-29 11:43:33	2010-04-29 11:43:33	USA	ROCHESTER
1716	0	14606	655 COLFAX ST	NY	2010-04-29 11:43:33	2010-04-29 11:43:33	USA	ROCHESTER
1717	0	14619	353 CONGRESS AVE	NY	2010-04-29 11:43:33	2010-04-29 11:43:33	USA	ROCHESTER
1718	0	14619	353 CONGRESS AVE	NY	2010-04-29 11:43:33	2010-04-29 11:43:33	USA	ROCHESTER
1719	0	14605	30 HART ST-4TH FL	NY	2010-04-29 11:43:33	2010-04-29 11:43:33	USA	ROCHESTER
1720	0	14613	420 LEXINGTON AVE	NY	2010-04-29 11:43:33	2010-04-29 11:43:33	USA	ROCHESTER
1721	0	14613	180 RAINES PARK	NY	2010-04-29 11:43:33	2010-04-29 11:43:33	USA	ROCHESTER
1722	0	14613	1127 DEWEY AVE	NY	2010-04-29 11:43:33	2010-04-29 11:43:33	USA	ROCHESTER
1723	0	14613	1001 LAKE AVE	NY	2010-04-29 11:43:33	2010-04-29 11:43:33	USA	ROCHESTER
1724	0	14607	769 PARK AVE	NY	2010-04-29 11:43:33	2010-04-29 11:43:33	USA	ROCHESTER
1725	0	14607	600 EAST AVE	NY	2010-04-29 11:43:33	2010-04-29 11:43:33	USA	ROCHESTER
1726	0	14621	634 HUDSON AVE	NY	2010-04-29 11:43:33	2010-04-29 11:43:33	USA	ROCHESTER
1727	0	14609	285 WEBSTER AVE	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	ROCHESTER
1728	0	14607	269 DARTMOUTH ST	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	ROCHESTER
1729	0	14621	2052 ST PAUL ST	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	ROCHESTER
1730	0	14621	938 CLIFFORD AVE	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	ROCHESTER
1731	0	14607	657 EAST AVE	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	ROCHESTER
1732	0	14610	545 HUMBOLDT ST	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	ROCHESTER
1733	0	14619	630 BROOKS AVE	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	ROCHESTER
1734	0	14611	841 GENESEE ST	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	ROCHESTER
1735	0	14620	1111 ELMWOOD AVE	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	ROCHESTER
1736	0	14609	853 CULVER RD	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	ROCHESTER
1737	0	14621	1545 ST PAUL ST	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	ROCHESTER
1738	0	14620	1000 ELMWD AVE-STE 100	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	ROCHESTER
1739	0	14609	410 ATLANTIC AVE	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	ROCHESTER
1740	0	14607	10 PRINCE ST	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	ROCHESTER
1741	0	14467	2034 LEHIGH STA RD	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	HENRIETTA
1742	0	14623	133 VOLLMER PKY	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	ROCHESTER
1743	0	14543	5509 E HENRIETTA RD	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	RUSH
1744	0	14623	85 SHELL EDGE DR	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	ROCHESTER
1745	0	14467	755 PINNACLE RD	NY	2010-04-29 11:43:34	2010-04-29 11:43:34	USA	HENRIETTA
1746	0	14467	2000 LEHIGH STA RD	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	HENRIETTA
1747	0	14467	50 AUTHORS AVE	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	HENRIETTA
1748	0	14467	1799 LEHIGH STA RD	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	HENRIETTA
1749	0	14467	4000 E HENRIETTA RD	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	HENRIETTA
1750	0	14586	639 ERIE STATION RD	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	WEST HENRIETTA
1751	0	14623	100 GROTON PKY	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	ROCHESTER
1752	0	14623	250 PINNACLE RD	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	ROCHESTER
1753	0	14543	375 RUSH SCOTSVILLE RD	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	RUSH
1754	0	14543	101 RYDER HILL RD	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	RUSH
1755	0	14623	275 PINNACLE RD	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	ROCHESTER
1756	0	14543	PO BOX 49	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	RUSH
1757	0	14623	275 PINNACLE RD	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	ROCHESTER
1758	0	14420	40 ALLEN ST	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	BROCKPORT
1759	0	14420	40 ALLEN ST	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	BROCKPORT
1760	0	14420	40 ALLEN ST	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	BROCKPORT
1761	0	14420	40 ALLEN ST	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	BROCKPORT
1762	0	14420	40 ALLEN ST	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	BROCKPORT
1763	0	14420	40 ALLEN ST	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	BROCKPORT
1764	0	14420	60 HOLLEY ST	NY	2010-04-29 11:43:35	2010-04-29 11:43:35	USA	BROCKPORT
1765	0	14580	119 SOUTH AVE	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	WEBSTER
1766	0	14580	722 DEWITT RD	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	WEBSTER
1767	0	14580	1015 KLEM RD	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	WEBSTER
1768	0	14580	705 PLANK RD	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	WEBSTER
1769	0	14580	1401 STATE RD	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	WEBSTER
1770	0	14580	119 SOUTH AVE	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	WEBSTER
1771	0	14580	875 RIDGE RD	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	WEBSTER
1772	0	14580	900 PUBLISHERS PKY	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	WEBSTER
1773	0	14580	715 PLANK RD	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	WEBSTER
1774	0	14580	1025 KLEM RD	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	WEBSTER
1775	0	14580	1548 SCHLEGEL RD	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	WEBSTER
1776	0	14580	800 FIVE MILE LINE RD	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	WEBSTER
1777	0	14580	1008 MAPLE DR	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	WEBSTER
1778	0	14625	PO BOX 25204	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	ROCHESTER
1779	0	14625	260 EMBURY RD	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	ROCHESTER
1780	0	14580	675 HOLT RD	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	WEBSTER
1781	0	14580	695 BAY RD	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	WEBSTER
1782	0	14580	10 MAY ST	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	WEBSTER
1783	0	14580	1310 FIVE MILE LINE RD	NY	2010-04-29 11:43:36	2010-04-29 11:43:36	USA	WEBSTER
1784	0	14546	13 BECKWITH AVE	NY	2010-04-29 11:43:37	2010-04-29 11:43:37	USA	SCOTTSVILLE
1785	0	14546	940 NORTH RD	NY	2010-04-29 11:43:37	2010-04-29 11:43:37	USA	SCOTTSVILLE
1786	0	14546	13 BECKWITH AVE	NY	2010-04-29 11:43:37	2010-04-29 11:43:37	USA	SCOTTSVILLE
1787	0	14546	3800 SCOTTSVILLE RD	NY	2010-04-29 11:43:37	2010-04-29 11:43:37	USA	SCOTTSVILLE
1788	0	14623	2075 SCOTTSVILLE RD	NY	2010-04-29 11:43:37	2010-04-29 11:43:37	USA	ROCHESTER
1789	0	12010	11 LIBERTY ST	NY	2010-04-29 11:43:37	2010-04-29 11:43:37	USA	AMSTERDAM
1790	0	12010	66 DESTEFANO ST	NY	2010-04-29 11:43:37	2010-04-29 11:43:37	USA	AMSTERDAM
1791	0	12010	60 BRANDT PL	NY	2010-04-29 11:43:37	2010-04-29 11:43:37	USA	AMSTERDAM
1792	0	12010	55 BRANDT PL	NY	2010-04-29 11:43:37	2010-04-29 11:43:37	USA	AMSTERDAM
1793	0	12010	140 SARATOGA AVE	NY	2010-04-29 11:43:37	2010-04-29 11:43:37	USA	AMSTERDAM
1794	0	12010	210 NORTHERN BLVD	NY	2010-04-29 11:43:37	2010-04-29 11:43:37	USA	AMSTERDAM
1795	0	12010	9 BRICE ST	NY	2010-04-29 11:43:37	2010-04-29 11:43:37	USA	AMSTERDAM
1796	0	12010	10 KOPERNIK BLVD	NY	2010-04-29 11:43:37	2010-04-29 11:43:37	USA	AMSTERDAM
